FIGHTER_A,FIGHTER_B,Result,A Win,B Win,A_WIN_DIFF,A_FINISH_DIFF,A_AVG_ODDS,A_CUMULATIVE_RDS,A_STR_ACCURACY_DIFF,A_AVG_TD_ACCURACY,A_AVG_TD_DEFENCE,A_CTRL_TIME_DIFF,A_KD_PER_RD_DIFF,A_STR_PER_RD_DIFF,A_STR_ATTEMPT_PER_RD_DIFF,A_TD_PER_RD_DIFF,A_TD_ATTEMPT_PER_RD_DIFF,A_SUB_ATTEMPT_PER_RD_DIFF,B_WIN_DIFF,B_FINISH_DIFF,B_AVG_ODDS,B_CUMULATIVE_RDS,B_STR_ACCURACY_DIFF,B_AVG_TD_ACCURACY,B_AVG_TD_DEFENCE,B_CTRL_TIME_DIFF,B_KD_PER_RD_DIFF,B_STR_PER_RD_DIFF,B_STR_ATTEMPT_PER_RD_DIFF,B_TD_PER_RD_DIFF,B_TD_ATTEMPT_PER_RD_DIFF,B_SUB_ATTEMPT_PER_RD_DIFF,A_HEIGHT_DIFF,A_REACH_DIFF,A_AGE_DIFF,A_CUMULATIVE_RDS_DIFF
Krzysztof Jotko,Gerald Meerschaert,1,1.48,2.75,5,-2,2.00,41.00,0.02,0.33,0.89,-0.01,0.00,3.24,8.56,0.05,-0.85,-0.07,3.00,5.00,2.50,29.00,-0.04,0.29,0.49,-0.12,-0.03,-1.21,-0.97,0.17,0.79,0.28,0,0,-2,12.00
Tristan Connelly,Darren Elkins,0,2.5,1.59,0,0,3.83,6.00,-0.06,0.50,0.70,-0.20,-0.17,4.17,9.17,-0.33,-0.50,0.00,7.00,2.00,2.60,63.00,-0.11,0.31,0.73,0.20,-0.06,1.62,11.43,0.48,1.70,0.06,0,-3,-1,-57.00
Jared Gordon,Grant Dawson,0,2.8,1.45,3,-2,2.02,22.00,0.13,0.32,0.60,0.27,-0.09,9.59,7.32,0.41,1.23,-0.23,6.00,3.00,1.40,16.00,0.04,0.36,0.75,0.52,0.00,3.75,7.44,0.94,3.19,0.06,-1,-4,6,6.00
Daniel Da Silva,Francisco Figueiredo,0,1.76,2.12,-1,-1,2.32,2.00,0.04,0.00,1.00,-0.44,-0.50,-13.50,-18.50,0.00,1.00,0.00,0.00,0.00,1.53,6.00,0.20,0.83,0.91,0.14,0.00,-3.33,-20.00,0.67,-1.33,0.00,0,2,-7,-4.00
Gina Mazany,Shanna Young,0,1.48,2.75,-3,-3,3.49,14.00,-0.05,0.39,0.64,-0.03,0.00,1.07,2.43,1.00,1.79,0.00,-2.00,-1.00,4.46,5.00,-0.10,0.00,0.57,-0.48,0.00,-10.60,-17.40,-1.00,-2.20,0.40,-1,3,3,9.00
Natan Levy,Mike Breeden,1,1.43,2.9,-1,0,2.00,3.00,-0.01,0.42,0.42,-0.32,0.00,4.00,12.00,-1.33,-1.67,0.00,-1.00,-1.00,6.00,1.00,-0.17,0.00,1.00,0.00,-1.00,-14.00,-20.00,0.00,-2.00,0.00,-1,1,-2,2.00
Chase Sherman,Alexandr Romanov,0,12,1.06,-5,-2,2.09,26.00,-0.02,0.00,0.76,-0.06,-0.04,-0.77,1.81,-0.15,-0.69,-0.04,4.00,3.00,1.31,8.00,0.09,0.65,0.80,0.65,0.00,12.38,24.50,1.13,1.88,0.38,2,3,1,18.00
Andrei Arlovski,Jake Collier,1,1.83,2,3,-3,2.93,59.00,-0.03,0.11,0.81,-0.10,-0.07,2.51,3.81,-0.07,-0.37,-0.03,0.00,-1.00,2.42,22.00,-0.15,0.19,0.82,0.06,0.05,5.05,16.77,-0.27,-0.73,0.09,0,-1,9,37.00
Charles Jourdain,Lando Vannata,1,1.91,1.91,1,1,2.64,20.00,0.08,0.00,0.47,-0.03,0.20,5.50,0.15,-0.65,-1.10,0.10,-1.00,1.00,2.11,28.00,-0.06,0.43,0.74,0.00,0.14,-0.50,0.57,-0.21,-0.93,-0.04,0,-2,-3,-8.00
Amanda Lemos,Jessica Andrade,0,3.15,1.39,4,2,2.08,11.00,0.15,0.50,0.98,0.08,0.45,2.82,0.55,0.27,-0.09,0.09,6.00,2.00,2.09,43.00,0.06,0.44,0.76,0.19,0.00,4.74,5.93,0.49,0.42,-0.12,3,3,4,-32.00
Clay Guida,Claudio Puelles,0,1.91,1.91,3,-2,2.46,74.00,0.01,0.32,0.87,0.28,0.00,-1.45,0.53,0.62,1.45,-0.12,3.00,1.00,2.31,14.00,0.02,0.44,0.54,0.32,-0.14,-4.07,-6.93,0.57,1.57,0.29,-3,-2,15,60.00
Philipe Lins,Marcin Prachnio,1,2.1,1.7,-2,-1,1.63,4.00,-0.19,0.00,1.00,0.00,-0.25,-4.50,-3.25,0.00,0.00,0.00,-1.00,-2.00,3.11,8.00,0.01,0.00,0.60,-0.06,-0.38,8.38,9.38,-0.25,0.00,0.00,-1,4,3,-4.00
Cameron Else,Aoriqileng,0,2.8,1.45,-1,-1,4.10,2.00,-0.04,0.00,0.00,-0.41,0.00,-10.50,-24.00,-1.00,-1.00,0.00,-2.00,0.00,2.18,6.00,-0.04,0.54,0.75,-0.10,-0.33,-11.33,-14.83,-0.17,-0.67,0.00,2,2,6,-4.00
Marc-Andre Barriault,Jordan Wright,1,1.5,2.7,-2,0,2.01,18.00,0.04,0.19,0.82,-0.09,0.06,3.56,4.83,-0.44,-1.44,0.00,0.00,0.00,2.55,5.00,-0.01,0.00,1.00,-0.17,-0.20,1.20,-0.20,0.00,-0.20,0.00,-1,-3,1,13.00
Dwight Grant,Sergey Khandozhko,0,2.05,1.8,0,0,1.99,14.00,-0.08,0.50,0.73,-0.05,-0.07,3.86,17.57,-0.29,-1.43,-0.07,0.00,0.00,2.35,6.00,0.04,0.08,0.64,-0.43,0.17,5.67,12.00,-0.83,-1.83,0.00,0,2,8,8.00
Maycee Barber,Montana De La Rosa,1,1.56,2.57,2,3,1.70,14.00,0.04,0.16,0.67,-0.06,-0.07,4.79,8.57,0.21,0.86,0.00,4.00,4.00,1.81,20.00,-0.15,0.31,0.77,0.34,0.05,-1.40,8.70,0.55,1.90,0.25,-2,-3,-3,-6.00
Tyson Pedro,Ike Villanueva,1,1.14,6,0,1,1.58,10.00,0.14,0.17,0.70,0.06,0.00,0.60,-2.50,-0.70,-1.10,0.30,-3.00,-3.00,2.48,8.00,-0.17,0.20,1.00,0.05,-0.25,-9.00,-5.00,0.13,0.13,0.00,2,6,-7,2.00
Jesse Ronson,Rafa Garcia,0,1.67,2.3,-3,0,2.76,10.00,0.11,0.38,0.74,-0.27,0.10,2.60,-0.70,-1.00,-2.60,0.20,-1.00,0.00,2.77,9.00,-0.08,0.33,0.86,0.26,0.00,-9.67,-8.89,1.00,1.89,0.11,3,0,9,1.00
Sam Hughes,Istela Nunes,1,3,1.42,-3,-1,4.53,7.00,-0.03,0.00,0.28,0.11,-0.14,-10.57,-18.57,-1.00,-1.29,-0.14,-1.00,-1.00,2.15,3.00,0.19,0.00,0.29,-0.55,0.00,8.67,3.67,-1.67,-2.33,-0.33,1,-2,0,4.00
Mayra Bueno Silva,Wu Yanan,1,1.2,5,-1,2,2.16,11.00,-0.06,0.00,0.67,-0.47,0.00,-6.91,-21.55,-0.82,-2.82,0.27,-2.00,1.00,2.53,10.00,-0.02,0.25,0.82,0.02,0.00,-1.50,-0.40,-0.30,-0.60,0.00,-2,0,5,1.00
Pat Sabatini,TJ Laramie,1,1.17,5.5,3,1,1.94,7.00,-0.07,0.22,0.33,0.26,0.14,-0.43,-3.00,0.57,2.14,0.71,-1.00,-1.00,1.30,1.00,-0.88,0.00,1.00,0.31,0.00,-15.00,-13.00,0.00,1.00,-1.00,2,4,7,6.00
Vicente Luque,Belal Muhammad,0,1.5,2.63,11,13,1.51,32.00,0.10,0.06,0.81,-0.02,0.25,-0.09,-6.88,-0.25,-0.84,0.22,8.00,1.00,1.98,42.00,0.00,0.29,0.95,0.18,-0.14,4.45,7.05,0.62,1.21,0.05,0,3,-3,-10.00
Brandon Jenkins,Drakkar Klose,0,5.4,1.17,-1,-1,2.75,3.00,-0.25,0.00,0.25,-0.64,-0.33,-15.00,-9.67,-2.00,-2.67,0.00,3.00,-1.00,1.93,20.00,0.07,0.32,0.73,-0.01,-0.05,1.20,-2.65,0.10,0.40,-0.20,3,1,-3,-17.00
Andre Fialho,Miguel Baeza,1,2.47,1.6,-1,0,3.45,3.00,-0.20,0.00,0.75,0.00,0.00,-20.67,-22.33,-0.33,-1.33,0.00,1.00,2.00,1.56,12.00,0.16,0.30,1.00,0.03,0.17,1.75,-4.17,0.17,0.17,0.50,-2,0,-2,-9.00
William Knight,Devin Clark,0,2.55,1.57,1,1,2.19,13.00,-0.10,0.28,0.77,-0.21,0.15,-2.15,1.62,-0.08,0.46,0.08,0.00,-5.00,2.27,28.00,0.05,0.35,0.75,0.07,-0.04,2.32,2.79,0.39,1.36,-0.18,-2,-2,2,-15.00
Lina Lansberg,Pannie Kianzad,0,5,1.2,0,-2,3.49,22.00,-0.03,0.27,0.44,-0.18,0.00,-4.50,-8.82,-0.41,-0.59,-0.05,1.00,-1.00,2.03,20.00,0.02,0.14,0.71,-0.20,-0.10,4.80,7.15,-0.15,-0.65,-0.05,0,-1,9,2.00
Alatengheili,Kevin Croom,1,1.59,2.5,0,0,2.49,12.00,-0.09,0.18,0.91,0.07,0.00,-11.75,-18.92,0.33,0.83,-0.08,-2.00,0.00,3.97,7.00,-0.04,0.02,0.42,0.12,0.00,-1.00,11.57,-0.86,1.00,0.00,-6,-7,-4,5.00
Vinc Pichel,Mark Madsen,0,1.76,2.12,5,-1,2.59,22.00,-0.03,0.30,0.57,0.01,0.05,4.45,7.05,0.14,0.68,-0.18,3.00,1.00,1.42,7.00,0.21,0.39,1.00,0.43,0.00,3.14,-1.29,1.29,2.14,0.00,2,0,2,15.00
Jared Vanderaa,Aleksei Oleinik,0,1.67,2.3,-2,-2,3.32,10.00,-0.09,0.00,0.57,-0.34,0.00,-2.80,2.10,-0.80,-1.00,0.00,1.00,2.00,2.73,25.00,-0.10,0.28,0.57,0.04,-0.12,-1.72,-0.68,0.08,0.48,0.52,2,0,-15,-15.00
Darian Weeks,Ian Garry,0,4.25,1.25,-1,0,2.17,3.00,0.07,0.50,1.00,0.20,0.00,3.33,-2.67,1.33,2.67,0.00,1.00,1.00,1.25,1.00,0.20,0.00,1.00,-0.03,1.00,-4.00,-22.00,0.00,-1.00,0.00,-4,-2,4,2.00
Gilbert Burns,Khamzat Chimaev,0,4.7,1.2,9,5,1.86,42.00,0.04,0.38,0.81,0.13,-0.05,1.00,1.00,0.43,1.33,0.17,4.00,4.00,1.18,5.00,0.66,0.50,1.00,0.73,0.20,22.20,28.20,0.80,1.20,1.00,-4,-4,8,37.00
Aspen Ladd,Raquel Pennington,0,2.4,1.63,2,2,1.56,15.00,-0.16,0.40,0.77,0.14,0.00,-1.20,-1.47,0.20,0.40,0.20,5.00,2.00,2.53,43.00,0.10,0.42,0.71,-0.01,0.00,2.23,-6.23,-0.05,0.09,0.21,-1,-1,-7,-28.00
Aljamain Sterling,Petr Yan,1,4.25,1.25,9,4,1.70,40.00,0.15,0.34,0.73,0.15,-0.10,12.28,17.68,0.05,1.38,0.25,7.00,4.00,1.33,29.00,0.17,0.44,0.93,0.06,0.31,8.72,1.72,0.38,-0.76,0.07,0,4,4,11.00
Tecia Torres,Mackenzie Dern,0,2,1.83,4,2,1.89,39.00,0.11,0.31,0.72,0.02,0.03,5.41,3.00,-0.36,0.10,0.00,4.00,4.00,1.49,18.00,-0.01,0.10,0.75,0.16,0.00,-5.06,-5.56,0.00,1.39,0.50,-3,-3,4,21.00
Chan Sung Jung,Alexander Volkanovski,0,5.25,1.18,4,4,3.23,29.00,0.11,0.21,0.89,0.05,0.03,0.97,4.59,0.00,-0.59,0.24,10.00,3.00,1.71,33.00,0.19,0.31,0.72,0.26,0.09,15.03,13.61,0.33,0.85,0.00,1,1,1,-4.00
Joanne Wood,Alexa Grasso,0,3.43,1.35,0,-2,2.13,32.00,0.00,0.33,0.71,-0.05,0.03,10.34,18.50,0.16,-0.03,-0.09,2.00,-1.00,1.99,22.00,0.12,0.13,0.69,-0.12,0.00,6.59,6.05,-0.59,-1.50,0.14,1,-1,8,10.00
Manon Fiorot,Jennifer Maia,1,1.21,4.85,3,2,1.32,7.00,0.18,0.78,1.00,0.17,0.14,20.86,36.71,0.57,0.86,0.00,0.00,1.00,3.09,24.00,-0.07,0.13,0.50,-0.14,0.00,-1.58,3.63,-0.46,-1.00,0.04,3,1,-2,-17.00
Neil Magny,Max Griffin,1,1.38,3.2,11,1,2.13,69.00,-0.02,0.40,0.63,-0.12,-0.07,7.45,14.59,0.22,0.49,0.00,0.00,2.00,2.27,32.00,0.04,0.33,0.82,0.03,0.16,1.75,-2.50,0.22,-0.03,0.13,4,4,-2,37.00
Kai Kara-France,Askar Askarov,1,4.35,1.24,4,1,1.59,19.00,0.09,0.16,0.84,-0.03,0.16,6.05,7.47,0.00,-0.58,-0.32,2.00,0.00,2.03,12.00,0.13,0.33,0.56,0.13,-0.08,3.58,-0.42,0.50,2.08,0.00,-2,2,-1,7.00
Matheus Nicolau,David Dvorak,1,2.15,1.74,4,0,1.73,16.00,0.22,0.45,0.98,0.15,0.19,3.38,-12.38,0.50,0.38,0.38,3.00,1.00,1.68,7.00,0.06,0.00,0.91,0.05,0.00,5.43,2.29,-0.43,-1.71,0.14,1,-2,-1,9.00
Bruno Souza,Luis Saldana,0,1.67,2.3,-1,0,4.00,3.00,-0.16,0.00,1.00,0.04,0.00,-9.67,-7.00,0.00,1.33,0.00,0.00,0.00,1.79,6.00,0.00,0.00,0.72,-0.17,-0.17,1.17,-0.33,-0.67,-0.33,-0.17,-1,-3,-5,-3.00
Karol Rosa,Sara McMann,0,1.42,3,4,0,1.46,12.00,0.09,0.29,0.92,0.34,0.08,13.58,19.25,0.42,0.00,0.00,0.00,-2.00,1.74,25.00,-0.04,0.55,0.83,0.29,-0.04,0.24,5.16,0.84,1.60,-0.16,-1,1,-14,-13.00
Chris Daukaus,Curtis Blaydes,0,5.25,1.18,3,3,1.89,6.00,0.17,0.00,1.00,0.15,0.83,12.00,15.17,0.00,-0.33,0.00,7.00,2.00,1.35,35.00,0.07,0.53,0.89,0.43,-0.06,7.57,10.91,1.66,3.11,-0.06,-1,-4,2,-29.00
Batgerel Danaa,Chris Gutierrez,0,1.67,2.3,2,3,1.75,6.00,0.07,0.00,0.90,-0.01,0.50,12.33,30.33,-0.50,-1.00,0.00,5.00,0.00,2.20,19.00,0.21,0.36,0.63,-0.14,0.16,10.53,5.42,-0.26,-1.32,-0.11,-2,3,2,-13.00
Matt Brown,Bryan Barberena,0,1.91,1.91,4,6,2.55,63.00,0.13,0.34,0.78,-0.14,0.03,4.10,2.73,-0.25,-0.94,0.08,1.00,2.00,2.81,34.00,-0.02,0.10,0.76,-0.13,0.09,3.15,11.24,-1.00,-2.29,-0.09,0,3,8,29.00
Viacheslav Borshchev,Marc Diakiese,0,1.7,2.22,1,1,1.47,1.00,0.23,0.00,0.34,-0.27,1.00,5.00,-3.00,-2.00,-3.00,0.00,0.00,0.00,1.61,25.00,-0.07,0.31,0.74,-0.01,0.04,1.20,8.04,0.24,0.72,-0.08,1,-4,1,-24.00
Paddy Pimblett,Kazula Vargas,1,1.17,5.5,1,1,1.65,1.00,0.09,0.00,0.00,-0.07,1.00,22.00,30.00,-1.00,1.00,0.00,-1.00,0.00,3.15,7.00,0.05,0.17,0.50,-0.04,0.00,9.57,13.43,-0.71,-0.57,0.00,2,2,-10,-6.00
Alexander Volkov,Tom Aspinall,0,2.05,1.8,5,3,2.05,36.00,0.10,0.32,0.90,-0.11,0.03,9.44,10.11,-0.33,-1.83,0.00,4.00,4.00,1.30,5.00,0.48,0.50,1.00,0.19,0.40,10.60,6.80,0.40,0.00,0.20,2,2,5,31.00
Timur Valiev,Jack Shore,0,2.15,1.74,2,0,1.71,8.00,0.17,0.22,0.83,0.19,-0.25,11.88,18.75,0.38,1.25,0.00,4.00,2.00,1.31,11.00,0.26,0.41,1.00,0.36,0.00,11.55,11.45,1.36,2.36,0.18,-2,-4,5,-3.00
Molly McCann,Luana Carolina,1,1.65,2.35,1,-1,1.81,20.00,0.13,0.31,0.57,-0.25,0.00,3.85,-13.15,-0.20,0.55,0.05,2.00,-1.00,2.40,10.00,-0.05,0.00,0.91,-0.24,0.10,6.20,12.40,-0.30,-2.10,0.30,-2,-7,3,10.00
Cory McKenna,Elise Reed,0,1.3,3.75,1,0,2.75,3.00,-0.19,0.00,0.60,-0.15,0.00,-3.33,9.00,-0.67,-1.33,-0.67,-1.00,-1.00,4.20,1.00,-0.30,0.00,0.50,-0.97,0.00,-21.00,-36.00,-1.00,-2.00,0.00,0,-5,-7,2.00
Mike Grundy,Makwan Amirkhani,0,1.36,3.35,-1,1,2.79,8.00,0.06,0.29,0.67,0.13,0.13,-12.00,-28.50,1.13,4.50,0.13,1.00,2.00,2.18,25.00,-0.05,0.54,0.95,0.27,-0.20,-4.64,-8.44,1.08,2.48,0.00,-3,0,1,-17.00
Nikita Krylov,Paul Craig,0,1.48,2.75,2,3,2.39,26.00,0.01,0.22,0.55,0.03,0.08,7.04,12.46,-0.38,-0.62,0.00,2.00,3.00,3.02,22.00,0.08,0.25,0.82,-0.25,-0.05,0.86,1.00,0.41,1.91,0.36,0,1,-5,4.00
Jai Herbert,Ilia Topuria,0,5.5,1.17,-1,-1,2.11,6.00,-0.19,0.00,0.54,-0.25,0.17,-2.50,3.50,-1.17,-1.67,-0.50,3.00,2.00,1.73,5.00,0.08,0.18,1.00,0.19,0.20,3.80,1.20,1.00,0.80,0.80,6,8,9,1.00
Shamil Abdurakhimov,Sergei Pavlovich,0,3.8,1.29,1,-2,2.41,21.00,0.02,0.11,0.72,-0.06,0.00,-0.71,-3.29,-0.10,0.57,0.00,1.00,1.00,1.50,3.00,0.02,0.00,0.83,-0.09,0.67,5.00,10.67,-0.33,0.00,0.00,0,-8,11,18.00
Takashi Sato,Gunnar Nelson,0,5.7,1.16,0,0,2.45,8.00,-0.02,0.13,0.82,-0.02,0.25,-5.88,-4.63,-0.25,-1.25,-0.25,3.00,6.00,1.67,29.00,0.14,0.57,0.83,0.24,-0.07,-7.31,-16.48,0.31,0.31,0.21,-1,1,-2,-21.00
Arnold Allen,Dan Hooker,1,1.91,1.91,8,2,1.72,24.00,0.03,0.33,0.83,-0.03,0.13,3.83,4.25,-0.04,-1.21,-0.04,4.00,5.00,2.19,42.00,0.02,0.11,0.85,0.03,0.12,1.29,2.57,-0.07,-0.86,-0.24,-4,-5,-4,-18.00
Bruno Silva,Alex Pereira,0,2.8,1.45,3,5,2.26,17.00,0.04,0.18,0.87,-0.03,0.24,2.41,1.76,-0.12,-0.06,-0.12,1.00,1.00,1.38,2.00,0.34,0.00,0.72,-0.74,0.50,4.00,3.50,-1.00,-3.50,0.00,-4,-5,-2,15.00
Karl Roberson,Khalil Rountree Jr.,0,1.65,2.35,0,-2,1.94,14.00,0.04,0.25,0.60,-0.22,0.07,2.00,-0.29,-0.50,-0.93,-0.29,0.00,1.00,1.91,20.00,-0.03,0.00,0.73,-0.19,0.40,-1.40,5.25,-0.70,-1.40,0.00,0,-2,0,-6.00
Gillian Robertson,JJ Aldrich,0,1.8,2.05,3,4,1.90,22.00,0.04,0.45,0.75,0.32,0.00,-1.64,-4.77,0.55,1.45,0.23,3.00,-1.00,2.05,26.00,0.06,0.20,0.79,0.07,0.00,-2.54,-13.46,0.04,-0.08,0.00,0,-4,-3,-4.00
Drew Dober,Terrance McKinney,1,1.67,2.3,2,2,2.36,35.00,-0.11,0.09,0.74,-0.03,0.14,1.26,8.83,-0.40,-0.14,-0.17,2.00,2.00,2.20,2.00,0.28,0.00,1.00,0.45,0.50,3.00,4.00,0.00,0.00,0.50,-2,-3,6,33.00
Damon Jackson,Kamuela Kirk,1,1.77,2.1,1,-1,2.77,13.00,-0.16,0.21,0.70,0.18,-0.08,-3.00,0.85,-0.15,0.77,0.46,1.00,0.00,2.60,3.00,0.04,0.00,0.45,-0.35,0.00,2.67,4.67,-1.67,-3.00,1.00,1,-4,6,10.00
Alex Caceres,Sodiq Yusuff,0,3.35,1.36,4,-1,2.49,64.00,0.11,0.25,0.64,-0.16,-0.02,6.02,-0.39,-0.48,-1.61,0.05,3.00,2.00,1.44,11.00,0.06,0.00,0.84,0.05,0.09,8.82,12.09,-0.45,-0.73,0.18,1,2,5,53.00
Magomed Ankalaev,Thiago Santos,1,1.14,6,6,3,1.30,18.00,0.21,0.16,0.95,0.20,0.33,6.78,4.50,0.17,-0.11,-0.06,6.00,6.00,2.45,48.00,0.06,0.17,0.80,-0.02,0.21,6.83,12.21,-0.23,-0.71,-0.13,1,-1,-8,-30.00
Song Yadong,Marlon Moraes,1,1.34,3.45,5,4,1.59,21.00,0.07,0.22,0.79,0.03,0.19,5.19,9.90,-0.38,-1.00,0.10,0.00,-1.00,1.93,20.00,0.10,0.27,0.83,0.04,0.10,-4.75,-6.35,-0.10,-0.05,0.05,2,0,-9,1.00
Dalcha Lungiambula,Cody Brundage,0,1.68,2.27,0,0,2.23,12.00,-0.05,0.39,0.92,0.10,0.00,-4.00,-7.00,0.50,0.92,-0.08,-1.00,0.00,2.32,3.00,0.18,0.00,0.74,-0.50,0.00,4.67,4.33,-1.33,-4.67,0.33,-4,4,7,9.00
Kris Moutinho,Guido Cannetti,0,1.63,2.4,-1,-1,7.50,3.00,-0.40,0.00,1.00,0.01,-0.33,-53.33,-33.33,0.00,0.00,0.00,-3.00,-4.00,3.29,15.00,0.06,0.34,0.63,0.07,-0.20,1.47,0.47,0.07,-0.60,-0.27,1,0,-13,-12.00
Sabina Mazo,Miranda Maverick,0,3.8,1.29,0,0,1.61,18.00,0.01,0.17,0.76,-0.03,0.00,9.17,19.28,-0.06,-0.56,0.00,0.00,1.00,1.57,10.00,-0.03,0.44,0.62,-0.20,0.00,4.90,12.50,-0.60,-1.20,-0.20,4,5,0,8.00
Devonte Smith,Ludovit Klein,0,1.7,2.22,1,1,1.37,7.00,0.13,0.20,0.90,0.06,0.00,2.57,2.29,0.00,-0.43,0.14,-1.00,0.00,1.48,7.00,0.02,0.19,0.83,0.00,0.14,-5.00,-8.14,0.43,1.00,-0.43,2,4,2,0.00
Kevin Holland,Alex Oliveira,1,1.22,4.6,5,4,1.79,34.00,0.07,0.33,0.65,-0.15,0.09,4.76,3.00,-0.76,-1.56,-0.24,2.00,1.00,2.20,47.00,-0.07,0.25,0.69,0.07,0.06,2.57,5.43,0.30,0.77,0.00,4,5,-4,-13.00
Umar Nurmagomedov,Brian Kelleher,1,1.1,7.5,1,1,1.20,2.00,0.38,0.45,1.00,0.33,0.00,9.00,5.50,2.50,5.50,0.50,3.00,2.00,2.43,28.00,0.01,0.33,0.75,0.11,0.04,-4.89,-8.43,0.14,0.25,0.04,2,3,-10,-26.00
Rafael Dos Anjos,Renato Moicano,1,1.56,2.57,8,5,2.17,91.00,0.10,0.29,0.72,0.06,0.04,1.25,-4.38,0.00,0.18,0.16,4.00,1.00,1.74,24.00,0.03,0.37,0.97,0.13,-0.04,6.29,2.42,0.46,0.46,0.17,-3,-2,5,67.00
Yan Xiaonan,Marina Rodriguez,0,3.5,1.33,5,-1,1.65,20.00,-0.02,0.26,0.73,-0.22,0.00,11.45,22.60,-0.10,-0.75,-0.10,4.00,1.00,2.05,27.00,0.05,0.03,0.62,-0.25,0.07,9.19,14.59,-0.44,-1.30,-0.04,-1,-2,-2,-7.00
Edson Barboza,Bryce Mitchell,0,2.52,1.58,6,2,1.76,67.00,0.05,0.15,0.81,-0.06,0.13,-0.36,-4.43,-0.16,-1.04,-0.07,5.00,1.00,1.90,13.00,0.24,0.57,0.73,0.36,0.00,4.08,0.23,0.46,1.38,0.62,1,5,8,54.00
Tim Elliott,Tagir Ulanbekov,1,2.95,1.43,-4,-3,2.53,42.00,0.02,0.51,0.64,0.09,0.02,3.90,7.57,0.74,1.55,0.05,2.00,0.00,1.23,6.00,-0.13,0.63,0.75,0.44,0.00,-1.33,1.83,0.83,1.17,-0.17,0,-4,5,36.00
Mariya Agapova,Maryna Moroz,0,1.57,2.55,1,1,1.69,6.00,0.07,0.33,0.67,0.01,0.33,7.83,5.83,0.00,0.00,0.33,2.00,1.00,2.38,22.00,-0.12,0.09,0.51,-0.03,-0.05,-0.27,21.14,-0.27,0.14,0.05,-1,1,-6,-16.00
Greg Hardy,Serghei Spivac,0,2.47,1.6,0,1,1.77,18.00,0.11,0.11,0.94,0.07,0.00,5.83,8.72,-0.06,-0.39,-0.06,1.00,0.00,2.41,15.00,-0.08,0.31,0.89,0.16,-0.13,2.13,1.33,0.60,0.73,0.00,2,2,7,3.00
Jorge Masvidal,Colby Covington,0,3.55,1.32,4,6,2.11,54.00,0.14,0.32,0.69,0.00,0.06,5.54,5.83,-0.19,-1.28,0.09,8.00,3.00,1.66,48.00,0.07,0.42,0.79,0.51,-0.06,4.85,17.42,1.13,2.21,-0.04,0,2,4,6.00
Michal Oleksiejczuk,Dustin Jacoby,0,2.7,1.5,2,1,1.95,12.00,0.20,0.09,0.81,-0.07,0.42,4.17,-6.67,-0.58,-1.00,-0.25,1.00,1.00,1.73,17.00,0.04,0.05,0.65,-0.09,0.00,5.24,7.76,-0.76,-1.35,-0.12,-3,-2,-7,-5.00
Kennedy Nzechukwu,Nicolae Negumereanu,0,1.79,2.07,1,0,2.03,12.00,-0.01,0.00,0.88,-0.14,0.00,-4.00,-5.33,-0.58,-3.08,-0.17,1.00,1.00,2.00,7.00,-0.18,0.07,0.80,-0.05,0.00,-12.29,-2.00,-0.29,-0.29,0.00,5,5,2,5.00
Jalin Turner,Jamie Mullarkey,1,1.64,2.37,2,3,2.29,10.00,-0.09,0.33,0.92,0.20,0.20,7.20,21.70,-0.30,-2.00,0.40,0.00,2.00,2.17,9.00,-0.11,0.29,0.70,0.15,0.22,-6.11,-3.11,0.78,2.44,0.11,3,3,-1,1.00
Wellington Turman,Misha Cirkunov,1,2.4,1.63,-1,-2,2.04,11.00,-0.01,0.20,1.00,0.10,-0.09,-4.55,-3.36,0.73,2.91,0.18,1.00,2.00,1.65,16.00,0.01,0.37,0.83,0.05,-0.19,2.31,-0.25,0.81,1.63,0.31,-3,-5,-9,-5.00
Islam Makhachev,Bobby Green,1,1.12,6.75,9,5,1.33,25.00,0.22,0.57,0.95,0.38,0.04,6.08,4.72,0.88,0.76,0.20,2.00,2.00,2.47,48.00,0.16,0.35,0.75,0.05,0.00,11.04,8.06,0.02,-0.31,0.02,0,-1,-5,-23.00
Rong Zhu,Ignacio Bahamondes,0,2.8,1.45,0,1,1.48,6.00,0.05,0.75,1.00,0.37,0.17,-1.50,-7.00,1.50,1.83,-0.17,0.00,1.00,1.99,6.00,-0.02,0.00,1.00,0.03,0.17,6.33,23.33,0.00,-1.33,0.00,-6,-4,-3,0.00
Joel Alvarez,Arman Tsarukyan,0,2.95,1.4,3,4,2.64,8.00,-0.11,0.00,0.40,-0.25,0.00,2.50,7.88,-0.50,-0.50,0.38,3.00,1.00,1.77,13.00,0.09,0.26,0.91,0.12,0.08,10.46,18.85,0.77,1.69,0.00,8,5,3,-5.00
Alejandro Perez,Jonathan Martinez,0,3.55,1.32,6,2,2.12,27.00,-0.04,0.21,0.79,0.00,-0.19,2.19,6.93,-0.15,-0.37,-0.11,2.00,1.00,1.97,23.00,0.03,0.25,0.78,0.03,0.09,3.13,1.78,-0.17,-0.74,-0.09,-2,-3,5,4.00
